username,profile_url,follower_count,found_in_query
minnesota.trucker,https://www.tiktok.com/@minnesota.trucker,2831,Minnesota truck guy
mnapg,https://www.tiktok.com/@mnapg,2828,Minnesota painting
y0ur.local.fat.bitch,https://www.tiktok.com/@y0ur.local.fat.bitch,2813,Minnesota camping local
theminnesotagrapher,https://www.tiktok.com/@theminnesotagrapher,2748,Minnesota photography
plymouthpost,https://www.tiktok.com/@plymouthpost,2721,Plymouth Minnesota
whitetailsdeerhunting,https://www.tiktok.com/@whitetailsdeerhunting,2709,Minnesota deer hunting
mntrucker,https://www.tiktok.com/@mntrucker,2698,Minnesota truck guy
minnesotatruckdriver,https://www.tiktok.com/@minnesotatruckdriver,2698,Minnesota truck guy
wwwini,https://www.tiktok.com/@wwwini,2617,Winona MN
minnetonka,https://www.tiktok.com/@minnetonka,2571,Minnetonka
owner_is.cat,https://www.tiktok.com/@owner_is.cat,2508,Minnesota cat owner
minnesotagal2024,https://www.tiktok.com/@minnesotagal2024,2503,Minnesota legal
bemidjistate,https://www.tiktok.com/@bemidjistate,2483,Bemidji
big.lakers86,https://www.tiktok.com/@big.lakers86,2446,Big Lake
collegetown_mankato,https://www.tiktok.com/@collegetown_mankato,2446,Mankato
minnesotawrestle,https://www.tiktok.com/@minnesotawrestle,2434,Minnesota weightlifting
minnesotahssports,https://www.tiktok.com/@minnesotahssports,2399,Minnesota school
serenitynails_mankato,https://www.tiktok.com/@serenitynails_mankato,2396,Mankato
minnesota_halaalfood,https://www.tiktok.com/@minnesota_halaalfood,2395,Minnesota food blogger
jimbodean,https://www.tiktok.com/@jimbodean,2349,Farmington MN
farmingtonnm6,https://www.tiktok.com/@farmingtonnm6,2349,Farmington MN
afro_wave_,https://www.tiktok.com/@afro_wave_,2338,Minnesota style
minnesotastylist,https://www.tiktok.com/@minnesotastylist,2338,Minnesota style
fitnesscross,https://www.tiktok.com/@fitnesscross,2333,Minnesota crossfit
somosfitnesscross,https://www.tiktok.com/@somosfitnesscross,2333,Minnesota crossfit
visitgreaterstcloud,https://www.tiktok.com/@visitgreaterstcloud,2317,St Cloud
downtownrochestermn,https://www.tiktok.com/@downtownrochestermn,2304,Rochester MN
kpot.maplegrove,https://www.tiktok.com/@kpot.maplegrove,2296,Maple Grove
minnesotamark1,https://www.tiktok.com/@minnesotamark1,2291,Minnesota marketing
minneapolissa,https://www.tiktok.com/@minneapolissa,2290,Minneapolis St Paul
startupfounderceo,https://www.tiktok.com/@startupfounderceo,2287,Minnesota startup founder
michele,https://www.tiktok.com/@michele,2284,Minnesota angler
minnesotaangel,https://www.tiktok.com/@minnesotaangel,2284,Minnesota angler
red.wing.productions,https://www.tiktok.com/@red.wing.productions,2272,Red Wing
minnesotavikingsskol,https://www.tiktok.com/@minnesotavikingsskol,2263,Minnesota skiing
minnesotas.media,https://www.tiktok.com/@minnesotas.media,2243,Minnesota medical
fortlauderdaleblogger,https://www.tiktok.com/@fortlauderdaleblogger,2235,Lauderdale
redwing_superboot,https://www.tiktok.com/@redwing_superboot,2232,Red Wing
tina,https://www.tiktok.com/@tina,2231,Minnesota influencer local
minnesotainfluencer,https://www.tiktok.com/@minnesotainfluencer,2231,Minnesota influencer local
daytonmnfamily,https://www.tiktok.com/@daytonmnfamily,2228,Dayton MN
mamamarshallmn,https://www.tiktok.com/@mamamarshallmn,2224,Marshall MN
brooklynpaige,https://www.tiktok.com/@brooklynpaige,2218,Brooklyn Park
brooklyn.park20,https://www.tiktok.com/@brooklyn.park20,2218,Brooklyn Park
sastamobile5,https://www.tiktok.com/@sastamobile5,2193,Apple Valley
restaurantreview,https://www.tiktok.com/@restaurantreview,2187,Minnesota restaurant review
restaurantreview1,https://www.tiktok.com/@restaurantreview1,2187,Minnesota restaurant review
mpls,https://www.tiktok.com/@mpls,2171,MPLS
mpls183,https://www.tiktok.com/@mpls183,2171,MPLS
mn_vixen,https://www.tiktok.com/@mn_vixen,2156,Minnesota football player
miasdowntown_,https://www.tiktok.com/@miasdowntown_,2133,downtown Minneapolis
stacey_rupe,https://www.tiktok.com/@stacey_rupe,2096,Minnesota kayaking
brooklyncenter612,https://www.tiktok.com/@brooklyncenter612,2061,Brooklyn Center
duluthnews,https://www.tiktok.com/@duluthnews,2061,Duluth
mariabrainerd,https://www.tiktok.com/@mariabrainerd,2044,Brainerd
twincitiescon,https://www.tiktok.com/@twincitiescon,2038,Twin Cities
minnesotafinn,https://www.tiktok.com/@minnesotafinn,2032,Minnesota fitness class
minnesotanative,https://www.tiktok.com/@minnesotanative,2023,Minnesota native
klroybal,https://www.tiktok.com/@klroybal,2023,Minnesota native
furuge5hdj8k,https://www.tiktok.com/@furuge5hdj8k,2023,Minnesota family
big_lake0,https://www.tiktok.com/@big_lake0,2010,Big Lake
ndiawfall46,https://www.tiktok.com/@ndiawfall46,1999,International Falls
rob79,https://www.tiktok.com/@rob79,1990,Minnesota biker
minnesotabikedad,https://www.tiktok.com/@minnesotabikedad,1990,Minnesota biker
stillwatersssss,https://www.tiktok.com/@stillwatersssss,1984,Stillwater
catmomines,https://www.tiktok.com/@catmomines,1978,Minnesota cat mom
jennifer.in.minnesota,https://www.tiktok.com/@jennifer.in.minnesota,1977,living in Minnesota
muhammed122335,https://www.tiktok.com/@muhammed122335,1956,Minnesota lawyer local
minnesotaharvester,https://www.tiktok.com/@minnesotaharvester,1947,St Paul Minnesota
duluthpisser,https://www.tiktok.com/@duluthpisser,1943,Duluth
duluth.pisser,https://www.tiktok.com/@duluth.pisser,1943,Duluth
iambiglakes,https://www.tiktok.com/@iambiglakes,1887,Big Lake
farmboi65,https://www.tiktok.com/@farmboi65,1868,New Ulm
fairmontraceway.mn,https://www.tiktok.com/@fairmontraceway.mn,1859,Fairmont MN
carie3708,https://www.tiktok.com/@carie3708,1836,Minnesota actress
stanthonyshs,https://www.tiktok.com/@stanthonyshs,1800,St Anthony
skinbussinbyjustin,https://www.tiktok.com/@skinbussinbyjustin,1779,Minneapolis MN
minnesota_fishing1,https://www.tiktok.com/@minnesota_fishing1,1779,Minnesota bass fishing
caraolline,https://www.tiktok.com/@caraolline,1744,Minnesota creator local
siewlong8,https://www.tiktok.com/@siewlong8,1740,Long Lake MN
minneapolisbadd,https://www.tiktok.com/@minneapolisbadd,1736,Minneapolis based
612vixen,https://www.tiktok.com/@612vixen,1736,Minneapolis based
chrystalmn1,https://www.tiktok.com/@chrystalmn1,1735,Crystal MN
hatter56085,https://www.tiktok.com/@hatter56085,1723,Minnesota dad
southernminnesotaempire,https://www.tiktok.com/@southernminnesotaempire,1719,South Minneapolis
elkriverturftine,https://www.tiktok.com/@elkriverturftine,1715,Elk River
weststpaulreader,https://www.tiktok.com/@weststpaulreader,1715,West St Paul
minnesota_sports,https://www.tiktok.com/@minnesota_sports,1714,Minnesota winter sports
minnesota_sports1,https://www.tiktok.com/@minnesota_sports1,1714,Minnesota winter sports
minneapolisbucketlist,https://www.tiktok.com/@minneapolisbucketlist,1706,Minneapolis
locals_cam,https://www.tiktok.com/@locals_cam,1694,Minnesota camping local
tom.h.cm,https://www.tiktok.com/@tom.h.cm,1693,Minnesota shelter dog
dog_shelter,https://www.tiktok.com/@dog_shelter,1693,Minnesota shelter dog
ms1.marketing,https://www.tiktok.com/@ms1.marketing,1685,Minnesota marketing
makenna.champlin,https://www.tiktok.com/@makenna.champlin,1680,Champlin
sheltering7,https://www.tiktok.com/@sheltering7,1646,Minnesota shelter dog
minnesotastaterp_,https://www.tiktok.com/@minnesotastaterp_,1637,Minnesota professor
rosevill,https://www.tiktok.com/@rosevill,1626,Roseville MN
rosevillxo,https://www.tiktok.com/@rosevillxo,1626,Roseville MN
mnmovingguide,https://www.tiktok.com/@mnmovingguide,1616,Minnesota realtor
dog.rescue.shelter,https://www.tiktok.com/@dog.rescue.shelter,1603,Minnesota shelter dog
dancer_videos_,https://www.tiktok.com/@dancer_videos_,1602,Minnesota dancer
mnhockeymom,https://www.tiktok.com/@mnhockeymom,1601,Minnesota hockey mom
mnhockeymom6,https://www.tiktok.com/@mnhockeymom6,1601,Minnesota hockey mom
vmnelsonauthor,https://www.tiktok.com/@vmnelsonauthor,1596,Virginia MN
jordan_gets_you_moving,https://www.tiktok.com/@jordan_gets_you_moving,1592,living in Minnesota
jordan_the_mn_realtor,https://www.tiktok.com/@jordan_the_mn_realtor,1592,living in Minnesota
minnesotakkg,https://www.tiktok.com/@minnesotakkg,1583,Minnesota kayaking
eagan,https://www.tiktok.com/@eagan,1558,Eagan
eagan_wass,https://www.tiktok.com/@eagan_wass,1558,Eagan
cars.in.minnesota,https://www.tiktok.com/@cars.in.minnesota,1550,Minnesota camper
apple.valley.scho8,https://www.tiktok.com/@apple.valley.scho8,1549,Apple Valley
downtownwhitebearlake,https://www.tiktok.com/@downtownwhitebearlake,1534,White Bear Lake
cabinlife86,https://www.tiktok.com/@cabinlife86,1525,Minnesota cabin life
minnesota_mom,https://www.tiktok.com/@minnesota_mom,1502,Minnesota dog mom
little.canada1,https://www.tiktok.com/@little.canada1,1501,Little Canada
minnesotahockey,https://www.tiktok.com/@minnesotahockey,1491,Minnesota hockey player
mags,https://www.tiktok.com/@mags,1490,Minnesota based
minnesotabaseball2,https://www.tiktok.com/@minnesotabaseball2,1490,Minnesota based
visitduluth,https://www.tiktok.com/@visitduluth,1486,Duluth
minnesotamamaof2,https://www.tiktok.com/@minnesotamamaof2,1482,Minnesota actress
official_rmnb,https://www.tiktok.com/@official_rmnb,1482,Minnesota boating
raging_mn_boys,https://www.tiktok.com/@raging_mn_boys,1482,Minnesota boating
trailrunning_2025,https://www.tiktok.com/@trailrunning_2025,1468,Minnesota trail running
goldenvalleymm,https://www.tiktok.com/@goldenvalleymm,1458,Golden Valley MN
minnesotaraised1,https://www.tiktok.com/@minnesotaraised1,1457,raised in Minnesota
dillydallyminnesota,https://www.tiktok.com/@dillydallyminnesota,1447,Minnesota marketing
falcon.heights.ho,https://www.tiktok.com/@falcon.heights.ho,1434,Falcon Heights
fallinternational,https://www.tiktok.com/@fallinternational,1421,International Falls
optimal_oakdale,https://www.tiktok.com/@optimal_oakdale,1411,Oakdale
fitnessclass_plus,https://www.tiktok.com/@fitnessclass_plus,1398,Minnesota fitness class
stevespizzaaustinmn,https://www.tiktok.com/@stevespizzaaustinmn,1380,Austin MN
minnesotaweddingfilms,https://www.tiktok.com/@minnesotaweddingfilms,1379,Minnesota film
baxterms,https://www.tiktok.com/@baxterms,1378,Baxter MN
sz_stpaul_mn,https://www.tiktok.com/@sz_stpaul_mn,1370,St Paul MN
fishingminnesotajimmy,https://www.tiktok.com/@fishingminnesotajimmy,1364,Minnesota bass fishing
fishingminnesota,https://www.tiktok.com/@fishingminnesota,1364,Minnesota bass fishing
jean,https://www.tiktok.com/@jean,1364,Minnesota hunting local
minnesotahungry,https://www.tiktok.com/@minnesotahungry,1364,Minnesota hunting local
minnesotasking,https://www.tiktok.com/@minnesotasking,1363,Minnesota kayaking
cailyns_b3nz,https://www.tiktok.com/@cailyns_b3nz,1361,Minnesota cat owner
1dunrich.blv,https://www.tiktok.com/@1dunrich.blv,1347,Richfield MN
slickcitywoodburymn,https://www.tiktok.com/@slickcitywoodburymn,1328,Woodbury MN
cuernoschuecosrichfield,https://www.tiktok.com/@cuernoschuecosrichfield,1306,Richfield MN
platosduluthmn,https://www.tiktok.com/@platosduluthmn,1302,Duluth MN
fromminnesota,https://www.tiktok.com/@fromminnesota,1295,from Minnesota
fromminnesota.ya,https://www.tiktok.com/@fromminnesota.ya,1295,from Minnesota
visitmankato,https://www.tiktok.com/@visitmankato,1286,Mankato
newhopeorphanage,https://www.tiktok.com/@newhopeorphanage,1277,New Hope MN
mnhsfootball,https://www.tiktok.com/@mnhsfootball,1257,Minnesota football player
marshallmuller19,https://www.tiktok.com/@marshallmuller19,1256,Marshall MN
duluthmnpolice,https://www.tiktok.com/@duluthmnpolice,1254,Duluth MN
duluth_mnpolice,https://www.tiktok.com/@duluth_mnpolice,1254,Duluth MN
natalieaphoto,https://www.tiktok.com/@natalieaphoto,1253,Minnesota photography
minnesotareaper,https://www.tiktok.com/@minnesotareaper,1248,Minnesota rapper local
shaver.lake.cabin,https://www.tiktok.com/@shaver.lake.cabin,1248,Minnesota lake cabin
rich.kids25,https://www.tiktok.com/@rich.kids25,1246,Little Canada
st.anthonys.youthgroup1,https://www.tiktok.com/@st.anthonys.youthgroup1,1239,St Anthony
minnesotasnow02,https://www.tiktok.com/@minnesotasnow02,1236,Minnesota snowmobile
crunchfitnessminnesota,https://www.tiktok.com/@crunchfitnessminnesota,1235,Minnesota crossfit
burnsvillecentermn,https://www.tiktok.com/@burnsvillecentermn,1232,Burnsville
newulm,https://www.tiktok.com/@newulm,1228,New Ulm
visitnewulm,https://www.tiktok.com/@visitnewulm,1228,New Ulm
pakky.bahrain.aly,https://www.tiktok.com/@pakky.bahrain.aly,1226,Red Wing
brainerd349,https://www.tiktok.com/@brainerd349,1226,Brainerd
mhchoreography,https://www.tiktok.com/@mhchoreography,1223,Minnesota choreographer
stcloudstatehuskies,https://www.tiktok.com/@stcloudstatehuskies,1219,St Cloud
catowner,https://www.tiktok.com/@catowner,1215,Minnesota cat owner
catowner624,https://www.tiktok.com/@catowner624,1215,Minnesota cat owner
snowboardacademy,https://www.tiktok.com/@snowboardacademy,1209,Minnesota snowboarding
hibbingbluejacket,https://www.tiktok.com/@hibbingbluejacket,1200,Hibbing
hibbingbluejackets,https://www.tiktok.com/@hibbingbluejackets,1200,Hibbing
localcreatortiktokers,https://www.tiktok.com/@localcreatortiktokers,1200,Minnesota creator local
mengiste_semayat,https://www.tiktok.com/@mengiste_semayat,1200,Minnesota education
longlakeny,https://www.tiktok.com/@longlakeny,1191,Long Lake MN
jmn,https://www.tiktok.com/@jmn,1187,Jordan MN
jordan_mn6,https://www.tiktok.com/@jordan_mn6,1187,Jordan MN
minnesotaballetschool,https://www.tiktok.com/@minnesotaballetschool,1179,Minnesota school
educationmines,https://www.tiktok.com/@educationmines,1173,Minnesota education
twincitieslive,https://www.tiktok.com/@twincitieslive,1168,Twin Cities
djlocalzim,https://www.tiktok.com/@djlocalzim,1164,Minnesota DJ local
hockey_boy112,https://www.tiktok.com/@hockey_boy112,1162,Minnesota hockey player
catownerfind,https://www.tiktok.com/@catownerfind,1159,Minnesota cat owner
bear.lake.fun,https://www.tiktok.com/@bear.lake.fun,1157,White Bear Lake
jordan,https://www.tiktok.com/@jordan,1154,Jordan MN
jordanmn16,https://www.tiktok.com/@jordanmn16,1154,Jordan MN
minnesotabombshell,https://www.tiktok.com/@minnesotabombshell,1149,Minnesota boating
minnesotabombshel,https://www.tiktok.com/@minnesotabombshel,1149,Minnesota boating
minnesota.farmer0,https://www.tiktok.com/@minnesota.farmer0,1129,Minnesota farmer
otsegoresort,https://www.tiktok.com/@otsegoresort,1126,Otsego
minnesotatv,https://www.tiktok.com/@minnesotatv,1124,Minnesota comedian
localdoctor_,https://www.tiktok.com/@localdoctor_,1121,Minnesota doctor local
internationa11,https://www.tiktok.com/@internationa11,1118,International Falls
priorlakecheer,https://www.tiktok.com/@priorlakecheer,1117,Prior Lake
brainerd,https://www.tiktok.com/@brainerd,1117,Brainerd
brainerd31,https://www.tiktok.com/@brainerd31,1117,Brainerd
mnpremierdanceteam,https://www.tiktok.com/@mnpremierdanceteam,1111,Minnesota dance team
pena_trainer,https://www.tiktok.com/@pena_trainer,1106,Minnesota fitness trainer
trainer_fitness,https://www.tiktok.com/@trainer_fitness,1106,Minnesota fitness trainer
medinamm,https://www.tiktok.com/@medinamm,1097,Medina MN
medinnam_,https://www.tiktok.com/@medinnam_,1097,Medina MN
momeganut,https://www.tiktok.com/@momeganut,1097,Eagan
laa.michoacanita,https://www.tiktok.com/@laa.michoacanita,1090,Albertville
applevalley88,https://www.tiktok.com/@applevalley88,1085,Apple Valley
startup.technology,https://www.tiktok.com/@startup.technology,1083,Minnesota tech startup
hunt.local,https://www.tiktok.com/@hunt.local,1081,Minnesota hunting local
user7256701472781,https://www.tiktok.com/@user7256701472781,1074,St Cloud
rochestermnhistory,https://www.tiktok.com/@rochestermnhistory,1071,Rochester MN
minnesotahsdanceteams,https://www.tiktok.com/@minnesotahsdanceteams,1071,Minnesota dance team
deer.and.deer.hun,https://www.tiktok.com/@deer.and.deer.hun,1068,Minnesota deer hunting
scooters.mankato,https://www.tiktok.com/@scooters.mankato,1066,Mankato MN
applevalley.dog.rescuse,https://www.tiktok.com/@applevalley.dog.rescuse,1065,Apple Valley
minnesotafarmhouse,https://www.tiktok.com/@minnesotafarmhouse,1065,Minnesota farm life
bigairburnsville,https://www.tiktok.com/@bigairburnsville,1064,Burnsville
minnesota,https://www.tiktok.com/@minnesota,1062,Minnesota teen
minnesotahomesteader,https://www.tiktok.com/@minnesotahomesteader,1058,Minnesota homes
mnhomestead,https://www.tiktok.com/@mnhomestead,1058,Minnesota homes
albertvillechamber,https://www.tiktok.com/@albertvillechamber,1047,Albertville
visitfairmontmn,https://www.tiktok.com/@visitfairmontmn,1045,Fairmont MN
entrepreneurlocal,https://www.tiktok.com/@entrepreneurlocal,1044,Minnesota entrepreneur local
petownerband,https://www.tiktok.com/@petownerband,1043,Minnesota pet owner
huntersminnesotaoutdoors,https://www.tiktok.com/@huntersminnesotaoutdoors,1040,Minnesota hunter
minnesotamodeltrains,https://www.tiktok.com/@minnesotamodeltrains,1035,Minnesota model
elminnesotadehoy,https://www.tiktok.com/@elminnesotadehoy,1031,Ely Minnesota
farmingtonms,https://www.tiktok.com/@farmingtonms,1027,Farmington MN
restoreview,https://www.tiktok.com/@restoreview,1025,Minnesota restaurant review
restaurantsfoodsreview,https://www.tiktok.com/@restaurantsfoodsreview,1025,Minnesota restaurant review
twin._cities,https://www.tiktok.com/@twin._cities,1019,Twin Cities
crossfit.mmxx,https://www.tiktok.com/@crossfit.mmxx,1017,Minnesota crossfit
rochester_mn,https://www.tiktok.com/@rochester_mn,1011,Rochester MN
northeastminneapolis,https://www.tiktok.com/@northeastminneapolis,1010,North Minneapolis
stlouisparkmn,https://www.tiktok.com/@stlouisparkmn,1010,St Louis Park
saint,https://www.tiktok.com/@saint,1010,St Michael MN
st_michael_1,https://www.tiktok.com/@st_michael_1,1010,St Michael MN
minnesotawrestling1,https://www.tiktok.com/@minnesotawrestling1,1010,Minnesota angler
oakdale.mustangs,https://www.tiktok.com/@oakdale.mustangs,1006,Oakdale
goatedbynej,https://www.tiktok.com/@goatedbynej,1006,Minnesota style
hairbyquinnnoel,https://www.tiktok.com/@hairbyquinnnoel,1004,Minnesota hair stylist
cityofmankatomn,https://www.tiktok.com/@cityofmankatomn,1001,Mankato MN
dakotathestylist_,https://www.tiktok.com/@dakotathestylist_,1001,Minnesota hair stylist
seoul.food1,https://www.tiktok.com/@seoul.food1,1000,Fridley MN
